City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
352,Mackenzie,CA,55.2999,-123.1698,42.33,98,100,3.51,overcast clouds
353,Verkhoyansk,RU,67.5447,133.385,63.95,34,62,7.85,broken clouds
354,Isangel,VU,-19.55,169.2667,78.91,65,75,2.86,broken clouds
355,Saint-Georges,GD,12.0564,-61.7485,82.08,74,75,17.27,broken clouds
356,Kudahuvadhoo,MV,2.6708,72.8944,83.89,74,100,20.4,overcast clouds
357,Hambantota,LK,6.1241,81.1185,80.4,80,99,22.03,overcast clouds
358,Alofi,NU,-19.0595,-169.9187,82.29,74,40,6.91,scattered clouds
359,Anadyr,RU,64.75,177.4833,43.3,60,0,3.53,clear sky
360,Bambous Virieux,MU,-20.3428,57.7575,74.21,87,32,7.9,scattered clouds
361,Qaqortoq,GL,60.7167,-46.0333,52.3,64,63,5.01,broken clouds
362,Sauda,NO,59.6506,6.3542,52.68,75,29,2.91,scattered clouds
363,Ostersund,SE,63.1792,14.6357,44.62,75,19,9.22,few clouds
364,Brae,GB,60.3964,-1.353,46.31,88,29,7.16,scattered clouds
365,Simi,SL,9.5667,-12.35,77.94,87,26,5.86,light rain
366,Copiapo,CL,-27.3667,-70.3333,55.09,56,43,0.65,scattered clouds
